x,y,z,signal_strength
-0.5,2.6,0.4,-84.503
-0.5,2.7,0.4,-71.23
-0.5,2.8,0.4,-78.674
-0.5,2.9,0.4,-84.541
-0.5,3,0.4,-85.501
-0.5,3.1,0.4,-80.047
-0.5,3.2,0.4,-67.834
-0.5,3.3,0.4,-83.324
-0.5,3.4,0.4,-76.013
-0.5,3.5,0.4,-82.999
-0.5,3.6,0.4,-90.912
-0.5,3.7,0.4,-96.606
-0.5,3.8,0.4,-82.989
-0.5,3.9,0.4,-83.284
-0.5,4,0.4,-92.449
-0.5,4.1,0.4,-85.719
-0.5,4.2,0.4,-82.701
-0.5,4.3,0.4,-95.455
-0.5,4.4,0.4,-93.466
-0.5,4.5,0.4,-88.446
-0.5,4.6,0.4,-94.56
-0.5,4.7,0.4,-88.994
-0.5,4.8,0.4,-93.628
-0.5,4.9,0.4,-95.088
-0.5,5,0.4,-103.63
-0.4,-5,0.4,-103.21
-0.4,-4.9,0.4,-95.142
-0.4,-4.8,0.4,-90.437
-0.4,-4.7,0.4,-85.418
-0.4,-4.6,0.4,-97.131
-0.4,-4.5,0.4,-90.942
-0.4,-4.4,0.4,-103.96
-0.4,-4.3,0.4,-76.387
-0.4,-4.2,0.4,-83.96
-0.4,-4.1,0.4,-92.956
-0.4,-4,0.4,-73.863
-0.4,-3.9,0.4,-91.842
-0.4,-3.8,0.4,-86.929
-0.4,-3.7,0.4,-93.966
-0.4,-3.6,0.4,-89.312
-0.4,-3.5,0.4,-91.871
-0.4,-3.4,0.4,-97.33
-0.4,-3.3,0.4,-86.392
-0.4,-3.2,0.4,-90.063
-0.4,-3.1,0.4,-76.785
-0.4,-3,0.4,-88.693
-0.4,-2.9,0.4,-79.424
-0.4,-2.8,0.4,-72.99
-0.4,-2.7,0.4,-79.378
-0.4,-2.6,0.4,-84.212
-0.4,-2.5,0.4,-81.708
-0.4,-2.4,0.4,-80.872
-0.4,-2.3,0.4,-78.136
-0.4,-2.2,0.4,-70.559
-0.4,-2.1,0.4,-75.983
-0.4,-2,0.4,-80.529
-0.4,-1.9,0.4,-80.195
-0.4,-1.8,0.4,-77.582
-0.4,-1.7,0.4,-65.313
-0.4,-1.6,0.4,-74.942
-0.4,-1.5,0.4,-78.218
-0.4,-1.4,0.4,-63.362
-0.4,-1.3,0.4,-64.376
-0.4,-1.2,0.4,-62.222
-0.4,-1.1,0.4,-68.934
-0.4,-1,0.4,-65.95
-0.4,-0.9,0.4,-51.996
-0.4,-0.8,0.4,-59.352
-0.4,-0.7,0.4,-51.476
-0.4,-0.6,0.4,-49.441
-0.4,-0.5,0.4,-39.083
-0.4,-0.4,0.4,-51.446
-0.4,-0.3,0.4,-38.177
-0.4,-0.2,0.4,-45.528
-0.4,-0.1,0.4,-42.935
-0.4,0,0.4,-45.199
-0.4,0.1,0.4,-40.424
-0.4,0.2,0.4,-53.199
-0.4,0.3,0.4,-39.228
-0.4,0.4,0.4,-50.881
-0.4,0.5,0.4,-41.594
-0.4,0.6,0.4,-53.249
-0.4,0.7,0.4,-54.846
-0.4,0.8,0.4,-59.307
-0.4,0.9,0.4,-63.609
-0.4,1,0.4,-58.697
-0.4,1.1,0.4,-59.542
-0.4,1.2,0.4,-68.744
-0.4,1.3,0.4,-62.641
-0.4,1.4,0.4,-61.66
-0.4,1.5,0.4,-64.906
-0.4,1.6,0.4,-55.005
-0.4,1.7,0.4,-74.247
-0.4,1.8,0.4,-75.604
-0.4,1.9,0.4,-71.491
-0.4,2,0.4,-76.111
-0.4,2.1,0.4,-68.556
-0.4,2.2,0.4,-80.867
-0.4,2.3,0.4,-80.763
-0.4,2.4,0.4,-79.268
-0.4,2.5,0.4,-73.69
-0.4,2.6,0.4,-81.267
-0.4,2.7,0.4,-78.101
-0.4,2.8,0.4,-79.818
-0.4,2.9,0.4,-80.8
-0.4,3,0.4,-86.566
-0.4,3.1,0.4,-84.877
-0.4,3.2,0.4,-88.346
-0.4,3.3,0.4,-86.497
-0.4,3.4,0.4,-84.549
-0.4,3.5,0.4,-67.366
-0.4,3.6,0.4,-78.892
-0.4,3.7,0.4,-83.692
-0.4,3.8,0.4,-90.511
-0.4,3.9,0.4,-91.406
-0.4,4,0.4,-92.05
-0.4,4.1,0.4,-93.787
-0.4,4.2,0.4,-98.687
-0.4,4.3,0.4,-86.412
-0.4,4.4,0.4,-79.97
-0.4,4.5,0.4,-97.979
-0.4,4.6,0.4,-91.106
-0.4,4.7,0.4,-96.246
-0.4,4.8,0.4,-95.958
-0.4,4.9,0.4,-96.685
-0.4,5,0.4,-112.69
-0.3,-5,0.4,-106.58
-0.3,-4.9,0.4,-92.056
-0.3,-4.8,0.4,-98.792
-0.3,-4.7,0.4,-95.198
-0.3,-4.6,0.4,-90.299
-0.3,-4.5,0.4,-85.75
-0.3,-4.4,0.4,-99.824
-0.3,-4.3,0.4,-87.279
-0.3,-4.2,0.4,-90.642
-0.3,-4.1,0.4,-95.587
-0.3,-4,0.4,-95.626
-0.3,-3.9,0.4,-88.116
-0.3,-3.8,0.4,-87.823
-0.3,-3.7,0.4,-82.823
-0.3,-3.6,0.4,-86.5
-0.3,-3.5,0.4,-83.84
-0.3,-3.4,0.4,-83.439
-0.3,-3.3,0.4,-87.337
-0.3,-3.2,0.4,-78.959
-0.3,-3.1,0.4,-85.947
-0.3,-3,0.4,-80.356
-0.3,-2.9,0.4,-78.526
-0.3,-2.8,0.4,-93.803
-0.3,-2.7,0.4,-92.987
-0.3,-2.6,0.4,-81.508
-0.3,-2.5,0.4,-68.486
-0.3,-2.4,0.4,-74.057
-0.3,-2.3,0.4,-76.967
-0.3,-2.2,0.4,-72.51
-0.3,-2.1,0.4,-64.91
-0.3,-2,0.4,-71.747
-0.3,-1.9,0.4,-72.145
-0.3,-1.8,0.4,-68.541
-0.3,-1.7,0.4,-70.443
-0.3,-1.6,0.4,-64.458
-0.3,-1.5,0.4,-70.766
-0.3,-1.4,0.4,-59.209
-0.3,-1.3,0.4,-67.42
-0.3,-1.2,0.4,-61.033
-0.3,-1.1,0.4,-54.244
-0.3,-1,0.4,-56.161
-0.3,-0.9,0.4,-55.9
-0.3,-0.8,0.4,-56.767
-0.3,-0.7,0.4,-49.327
-0.3,-0.6,0.4,-48.206
-0.3,-0.5,0.4,-50.338
-0.3,-0.4,0.4,-48.048
-0.3,-0.3,0.4,-43.301
-0.3,-0.2,0.4,-48.248
-0.3,-0.1,0.4,-37.626
-0.3,0,0.4,-44.94
-0.3,0.1,0.4,-56.126
-0.3,0.2,0.4,-40.718
-0.3,0.3,0.4,-47.823
-0.3,0.4,0.4,-51.818
-0.3,0.5,0.4,-48.094
-0.3,0.6,0.4,-53.255
-0.3,0.7,0.4,-62.084
-0.3,0.8,0.4,-56.87
-0.3,0.9,0.4,-68.645
-0.3,1,0.4,-63.896
-0.3,1.1,0.4,-65.794
-0.3,1.2,0.4,-64.259
-0.3,1.3,0.4,-64.171
-0.3,1.4,0.4,-72.344
-0.3,1.5,0.4,-78.044
-0.3,1.6,0.4,-83.227
-0.3,1.7,0.4,-57.93
-0.3,1.8,0.4,-70.465
-0.3,1.9,0.4,-76.378
-0.3,2,0.4,-71.835
-0.3,2.1,0.4,-68.319
-0.3,2.2,0.4,-72.249
-0.3,2.3,0.4,-82.238
-0.3,2.4,0.4,-74.405
-0.3,2.5,0.4,-95.09
-0.3,2.6,0.4,-62.549
-0.3,2.7,0.4,-96.323
-0.3,2.8,0.4,-85.054
-0.3,2.9,0.4,-78.536
-0.3,3,0.4,-75.486
-0.3,3.1,0.4,-89.783
-0.3,3.2,0.4,-83.074
-0.3,3.3,0.4,-83.453
-0.3,3.4,0.4,-86.317
-0.3,3.5,0.4,-85.36
-0.3,3.6,0.4,-92.393
-0.3,3.7,0.4,-85.401
-0.3,3.8,0.4,-89.33
-0.3,3.9,0.4,-95.31
-0.3,4,0.4,-95.728
-0.3,4.1,0.4,-89.476
-0.3,4.2,0.4,-79.512
-0.3,4.3,0.4,-93.717
-0.3,4.4,0.4,-101.13
-0.3,4.5,0.4,-92.572
-0.3,4.6,0.4,-87.19
-0.3,4.7,0.4,-91.971
-0.3,4.8,0.4,-95.461
-0.3,4.9,0.4,-97.997
-0.3,5,0.4,-95.141
-0.2,-5,0.4,-113.12
-0.2,-4.9,0.4,-89.523
-0.2,-4.8,0.4,-91.1
-0.2,-4.7,0.4,-96.395
-0.2,-4.6,0.4,-89.195
-0.2,-4.5,0.4,-89.31
-0.2,-4.4,0.4,-96.079
-0.2,-4.3,0.4,-82.997
-0.2,-4.2,0.4,-93.339
-0.2,-4.1,0.4,-95.03
-0.2,-4,0.4,-97.02
-0.2,-3.9,0.4,-90.601
-0.2,-3.8,0.4,-87.195
-0.2,-3.7,0.4,-80.044
-0.2,-3.6,0.4,-91.454
-0.2,-3.5,0.4,-94.435
-0.2,-3.4,0.4,-86.312
-0.2,-3.3,0.4,-87.592
-0.2,-3.2,0.4,-87.513
-0.2,-3.1,0.4,-80.707
-0.2,-3,0.4,-73.573
-0.2,-2.9,0.4,-96.421
-0.2,-2.8,0.4,-86.419
-0.2,-2.7,0.4,-83.861
-0.2,-2.6,0.4,-80.466
-0.2,-2.5,0.4,-77.49
-0.2,-2.4,0.4,-70.145
-0.2,-2.3,0.4,-85.967
-0.2,-2.2,0.4,-72.494
-0.2,-2.1,0.4,-90.704
-0.2,-2,0.4,-77.987
-0.2,-1.9,0.4,-81.505
-0.2,-1.8,0.4,-74.066
-0.2,-1.7,0.4,-67.763
-0.2,-1.6,0.4,-78.255
-0.2,-1.5,0.4,-74.071
-0.2,-1.4,0.4,-57.486
-0.2,-1.3,0.4,-64.567
-0.2,-1.2,0.4,-71.582
-0.2,-1.1,0.4,-58.913
-0.2,-1,0.4,-65.402
-0.2,-0.9,0.4,-62.832
-0.2,-0.8,0.4,-59.149
-0.2,-0.7,0.4,-53.155
-0.2,-0.6,0.4,-51.158
-0.2,-0.5,0.4,-50.647
-0.2,-0.4,0.4,-44.078
-0.2,-0.3,0.4,-34.796
-0.2,-0.2,0.4,-43.125
-0.2,-0.1,0.4,-41.468
-0.2,0,0.4,-38.376
-0.2,0.1,0.4,-30.194
-0.2,0.2,0.4,-32.165
-0.2,0.3,0.4,-44.912
-0.2,0.4,0.4,-46.679
-0.2,0.5,0.4,-46.009
-0.2,0.6,0.4,-60.839
-0.2,0.7,0.4,-58.694
-0.2,0.8,0.4,-48.418
-0.2,0.9,0.4,-56.821
-0.2,1,0.4,-44.553
-0.2,1.1,0.4,-58.148
-0.2,1.2,0.4,-60.906
-0.2,1.3,0.4,-67.168
-0.2,1.4,0.4,-70.834
-0.2,1.5,0.4,-66.191
-0.2,1.6,0.4,-75.188
-0.2,1.7,0.4,-74.404
-0.2,1.8,0.4,-82.227
-0.2,1.9,0.4,-75.507
-0.2,2,0.4,-66.457
-0.2,2.1,0.4,-75.265
-0.2,2.2,0.4,-77.266
-0.2,2.3,0.4,-82.659
-0.2,2.4,0.4,-79.092
-0.2,2.5,0.4,-72.024
-0.2,2.6,0.4,-78.864
-0.2,2.7,0.4,-75.94
-0.2,2.8,0.4,-84.744
-0.2,2.9,0.4,-78.352
-0.2,3,0.4,-84.675
-0.2,3.1,0.4,-80.408
-0.2,3.2,0.4,-77.512
-0.2,3.3,0.4,-87.376
-0.2,3.4,0.4,-85.011
-0.2,3.5,0.4,-79.967
-0.2,3.6,0.4,-81.798
-0.2,3.7,0.4,-88.302
-0.2,3.8,0.4,-83.488
-0.2,3.9,0.4,-82.87
-0.2,4,0.4,-81.467
-0.2,4.1,0.4,-85.302
-0.2,4.2,0.4,-91.545
-0.2,4.3,0.4,-88.418
-0.2,4.4,0.4,-87.974
-0.2,4.5,0.4,-95.621
-0.2,4.6,0.4,-99.393
-0.2,4.7,0.4,-95.504
-0.2,4.8,0.4,-94.758
-0.2,4.9,0.4,-90.063
-0.2,5,0.4,-111.1
-0.1,-5,0.4,-103.35
-0.1,-4.9,0.4,-96.701
-0.1,-4.8,0.4,-90.761
-0.1,-4.7,0.4,-88.398
-0.1,-4.6,0.4,-88.199
-0.1,-4.5,0.4,-86.513
-0.1,-4.4,0.4,-88.915
-0.1,-4.3,0.4,-85.76
-0.1,-4.2,0.4,-89.22
-0.1,-4.1,0.4,-95.919
-0.1,-4,0.4,-87.161
-0.1,-3.9,0.4,-96.499
-0.1,-3.8,0.4,-85.202
-0.1,-3.7,0.4,-83.281
-0.1,-3.6,0.4,-86.713
-0.1,-3.5,0.4,-87.663
-0.1,-3.4,0.4,-83.46
-0.1,-3.3,0.4,-73.805
-0.1,-3.2,0.4,-74.894
-0.1,-3.1,0.4,-91.11
-0.1,-3,0.4,-88.663
-0.1,-2.9,0.4,-68.953
-0.1,-2.8,0.4,-77.117
-0.1,-2.7,0.4,-79.67
-0.1,-2.6,0.4,-83.363
-0.1,-2.5,0.4,-78.114
-0.1,-2.4,0.4,-83.96
-0.1,-2.3,0.4,-78.762
-0.1,-2.2,0.4,-75.915
-0.1,-2.1,0.4,-85.548
-0.1,-2,0.4,-66.699
-0.1,-1.9,0.4,-68.796
-0.1,-1.8,0.4,-73.074
-0.1,-1.7,0.4,-57.495
-0.1,-1.6,0.4,-62.654
-0.1,-1.5,0.4,-64.556
-0.1,-1.4,0.4,-68.281
-0.1,-1.3,0.4,-57.069
-0.1,-1.2,0.4,-68.932
-0.1,-1.1,0.4,-52.298
-0.1,-1,0.4,-59.626
-0.1,-0.9,0.4,-65.978
-0.1,-0.8,0.4,-58.72
-0.1,-0.7,0.4,-55.113
-0.1,-0.6,0.4,-63.073
-0.1,-0.5,0.4,-46.385
-0.1,-0.4,0.4,-47.68
-0.1,-0.3,0.4,-41.509
-0.1,-0.2,0.4,-35.773
-0.1,-0.1,0.4,-38.716
-0.1,0,0.4,-39.885
-0.1,0.1,0.4,-45.213
-0.1,0.2,0.4,-42.947
-0.1,0.3,0.4,-40.466
-0.1,0.4,0.4,-46.574
-0.1,0.5,0.4,-31.36
-0.1,0.6,0.4,-54.083
-0.1,0.7,0.4,-43.08
-0.1,0.8,0.4,-55.775
-0.1,0.9,0.4,-66.597
-0.1,1,0.4,-64.429
-0.1,1.1,0.4,-55.742
-0.1,1.2,0.4,-66.417
-0.1,1.3,0.4,-69.265
-0.1,1.4,0.4,-62.521
-0.1,1.5,0.4,-73.027
-0.1,1.6,0.4,-77.705
-0.1,1.7,0.4,-72.06
-0.1,1.8,0.4,-51.689
-0.1,1.9,0.4,-86.816
-0.1,2,0.4,-75.533
-0.1,2.1,0.4,-84.221
-0.1,2.2,0.4,-73.196
-0.1,2.3,0.4,-78.018
-0.1,2.4,0.4,-69.122
-0.1,2.5,0.4,-91.801
-0.1,2.6,0.4,-71.453
-0.1,2.7,0.4,-84.231
-0.1,2.8,0.4,-83.895
-0.1,2.9,0.4,-76.423
-0.1,3,0.4,-80.011
-0.1,3.1,0.4,-81.352
-0.1,3.2,0.4,-79.513
-0.1,3.3,0.4,-91.646
-0.1,3.4,0.4,-89.545
-0.1,3.5,0.4,-89.864
-0.1,3.6,0.4,-85.469
-0.1,3.7,0.4,-84.065
-0.1,3.8,0.4,-89.437
-0.1,3.9,0.4,-86.542
-0.1,4,0.4,-78.26
-0.1,4.1,0.4,-78.362
-0.1,4.2,0.4,-85.157
-0.1,4.3,0.4,-82.606
-0.1,4.4,0.4,-86.391
-0.1,4.5,0.4,-89.943
-0.1,4.6,0.4,-89.683
-0.1,4.7,0.4,-88.548
-0.1,4.8,0.4,-93.827
-0.1,4.9,0.4,-95.062
-0.1,5,0.4,-99.082
0,-5,0.4,-112.1
0,-4.9,0.4,-99.815
0,-4.8,0.4,-93.563
0,-4.7,0.4,-102.73
0,-4.6,0.4,-96.838
0,-4.5,0.4,-102.49
0,-4.4,0.4,-91.299
0,-4.3,0.4,-87.968
0,-4.2,0.4,-93.013
0,-4.1,0.4,-85.211
0,-4,0.4,-93.467
0,-3.9,0.4,-95.804
0,-3.8,0.4,-81.926
0,-3.7,0.4,-89.222
0,-3.6,0.4,-88.331
0,-3.5,0.4,-87.173
0,-3.4,0.4,-80.139
0,-3.3,0.4,-75.553
0,-3.2,0.4,-94.532
0,-3.1,0.4,-75.958
0,-3,0.4,-80.442
0,-2.9,0.4,-84.479
0,-2.8,0.4,-79.389
0,-2.7,0.4,-78.008
0,-2.6,0.4,-82.109
0,-2.5,0.4,-96.249
0,-2.4,0.4,-72.314
0,-2.3,0.4,-66.43
0,-2.2,0.4,-74.539
0,-2.1,0.4,-76.911
0,-2,0.4,-84.299
0,-1.9,0.4,-66.634
0,-1.8,0.4,-73.914
0,-1.7,0.4,-69.729
0,-1.6,0.4,-75.525
0,-1.5,0.4,-62.572
0,-1.4,0.4,-73.464
0,-1.3,0.4,-75.471
0,-1.2,0.4,-57.018
0,-1.1,0.4,-58.225
0,-1,0.4,-60.279
0,-0.9,0.4,-53.024
0,-0.8,0.4,-48.411
0,-0.7,0.4,-49.215
0,-0.6,0.4,-51.382
0,-0.5,0.4,-57.625
0,-0.4,0.4,-51.557
0,-0.3,0.4,-48.278
0,-0.2,0.4,-33.105
0,-0.1,0.4,-39.321
0,0,0.4,-35.469
0,0.1,0.4,-38.43
0,0.2,0.4,-44.117
0,0.3,0.4,-44.544
0,0.4,0.4,-44.388
0,0.5,0.4,-42.437
0,0.6,0.4,-49.322
0,0.7,0.4,-50.183
0,0.8,0.4,-59.861
0,0.9,0.4,-55.46
0,1,0.4,-58.496
0,1.1,0.4,-67.843
0,1.2,0.4,-58.156
0,1.3,0.4,-66.733
0,1.4,0.4,-68.284
0,1.5,0.4,-70.065
0,1.6,0.4,-63.564
0,1.7,0.4,-69.469
0,1.8,0.4,-68.82
0,1.9,0.4,-69.577
0,2,0.4,-67.618
0,2.1,0.4,-79.591
0,2.2,0.4,-80.787
0,2.3,0.4,-84.88
0,2.4,0.4,-80.1
0,2.5,0.4,-86.458
0,2.6,0.4,-77.426
0,2.7,0.4,-95.026
0,2.8,0.4,-79.168
0,2.9,0.4,-86.07
0,3,0.4,-84.634
0,3.1,0.4,-88.613
0,3.2,0.4,-75.753
0,3.3,0.4,-90.973
0,3.4,0.4,-77.656
0,3.5,0.4,-72.614
0,3.6,0.4,-92.265
0,3.7,0.4,-75.214
0,3.8,0.4,-93.928
0,3.9,0.4,-82.399
0,4,0.4,-83.779
0,4.1,0.4,-87.074
0,4.2,0.4,-95.595
0,4.3,0.4,-90.225
0,4.4,0.4,-92.769
0,4.5,0.4,-87.976
0,4.6,0.4,-92.925
0,4.7,0.4,-97.579
0,4.8,0.4,-96.39
0,4.9,0.4,-97.34
0,5,0.4,-105.53
0.1,-5,0.4,-111.64
0.1,-4.9,0.4,-81.552
0.1,-4.8,0.4,-94.189
0.1,-4.7,0.4,-90.001
0.1,-4.6,0.4,-101.71
0.1,-4.5,0.4,-87.851
0.1,-4.4,0.4,-86.142
0.1,-4.3,0.4,-91.789
0.1,-4.2,0.4,-97.06
0.1,-4.1,0.4,-88.53
0.1,-4,0.4,-92.404
0.1,-3.9,0.4,-93.861
0.1,-3.8,0.4,-80.767
0.1,-3.7,0.4,-93.256
0.1,-3.6,0.4,-96.327
0.1,-3.5,0.4,-85.346
0.1,-3.4,0.4,-94.322
0.1,-3.3,0.4,-85.585
0.1,-3.2,0.4,-75.497
0.1,-3.1,0.4,-71.58
0.1,-3,0.4,-88.137
0.1,-2.9,0.4,-89.573
0.1,-2.8,0.4,-83.253
0.1,-2.7,0.4,-85.083
0.1,-2.6,0.4,-89.808
0.1,-2.5,0.4,-79.945
0.1,-2.4,0.4,-74.743
0.1,-2.3,0.4,-77.402
0.1,-2.2,0.4,-69.772
0.1,-2.1,0.4,-79.91
0.1,-2,0.4,-79.277
0.1,-1.9,0.4,-73.389
0.1,-1.8,0.4,-70.162
0.1,-1.7,0.4,-80.458
0.1,-1.6,0.4,-76.153
0.1,-1.5,0.4,-61.059
0.1,-1.4,0.4,-70.828
0.1,-1.3,0.4,-56.62
0.1,-1.2,0.4,-60.442
0.1,-1.1,0.4,-67.927
0.1,-1,0.4,-60.652
0.1,-0.9,0.4,-64.831
0.1,-0.8,0.4,-50.779
0.1,-0.7,0.4,-48.366
0.1,-0.6,0.4,-46.499
0.1,-0.5,0.4,-53.44
0.1,-0.4,0.4,-38.597
0.1,-0.3,0.4,-45.767
0.1,-0.2,0.4,-38.709
0.1,-0.1,0.4,-44.805
0.1,0,0.4,-38.428
0.1,0.1,0.4,-31.793
0.1,0.2,0.4,-44.61
0.1,0.3,0.4,-48.32
0.1,0.4,0.4,-47.783
0.1,0.5,0.4,-55.795
0.1,0.6,0.4,-54.514
0.1,0.7,0.4,-47.42
0.1,0.8,0.4,-50.224
0.1,0.9,0.4,-66.76
0.1,1,0.4,-49.267
0.1,1.1,0.4,-60.817
0.1,1.2,0.4,-62.045
0.1,1.3,0.4,-59.178
0.1,1.4,0.4,-69.056
0.1,1.5,0.4,-64.11
0.1,1.6,0.4,-71.409
0.1,1.7,0.4,-66.34
0.1,1.8,0.4,-79.67
0.1,1.9,0.4,-80.646
0.1,2,0.4,-66.983
0.1,2.1,0.4,-72.768
0.1,2.2,0.4,-75.212
0.1,2.3,0.4,-85.432
0.1,2.4,0.4,-86.899
0.1,2.5,0.4,-81.828
0.1,2.6,0.4,-74.417
0.1,2.7,0.4,-98.152
0.1,2.8,0.4,-85.148
0.1,2.9,0.4,-85.698
0.1,3,0.4,-79.278
0.1,3.1,0.4,-87.524
0.1,3.2,0.4,-99.025
0.1,3.3,0.4,-83.897
0.1,3.4,0.4,-82.265
0.1,3.5,0.4,-78.445
0.1,3.6,0.4,-86.666
0.1,3.7,0.4,-94.57
0.1,3.8,0.4,-89.399
0.1,3.9,0.4,-88.825
0.1,4,0.4,-77.712
0.1,4.1,0.4,-94.898
0.1,4.2,0.4,-80.542
0.1,4.3,0.4,-79.823
0.1,4.4,0.4,-95.803
0.1,4.5,0.4,-83.599
0.1,4.6,0.4,-96.951
0.1,4.7,0.4,-85.139
0.1,4.8,0.4,-97.171
0.1,4.9,0.4,-87.91
0.1,5,0.4,-115.52
0.2,-5,0.4,-107.08
0.2,-4.9,0.4,-97.334
0.2,-4.8,0.4,-93.248
0.2,-4.7,0.4,-91.108
0.2,-4.6,0.4,-80.221
0.2,-4.5,0.4,-96.845
0.2,-4.4,0.4,-99.881
0.2,-4.3,0.4,-82.043
0.2,-4.2,0.4,-95.032
0.2,-4.1,0.4,-92.964
0.2,-4,0.4,-90.832
0.2,-3.9,0.4,-79.423
0.2,-3.8,0.4,-97.518
0.2,-3.7,0.4,-96.702
0.2,-3.6,0.4,-91.796
0.2,-3.5,0.4,-80.606
0.2,-3.4,0.4,-75.145
0.2,-3.3,0.4,-87.54
0.2,-3.2,0.4,-88.367
0.2,-3.1,0.4,-73.002
0.2,-3,0.4,-72.441
0.2,-2.9,0.4,-84.356
0.2,-2.8,0.4,-95.318
0.2,-2.7,0.4,-81.421
0.2,-2.6,0.4,-70.18
0.2,-2.5,0.4,-88.451
0.2,-2.4,0.4,-70.763
0.2,-2.3,0.4,-74.559
0.2,-2.2,0.4,-76.25
0.2,-2.1,0.4,-82.199
0.2,-2,0.4,-77.145
0.2,-1.9,0.4,-68.168
0.2,-1.8,0.4,-70.625
0.2,-1.7,0.4,-81.039
0.2,-1.6,0.4,-68.556
0.2,-1.5,0.4,-71.295
0.2,-1.4,0.4,-72.946
0.2,-1.3,0.4,-72.281
0.2,-1.2,0.4,-67.977
0.2,-1.1,0.4,-69.203
0.2,-1,0.4,-68.143
0.2,-0.9,0.4,-51.862
0.2,-0.8,0.4,-49.289
0.2,-0.7,0.4,-59.88
0.2,-0.6,0.4,-41.139
0.2,-0.5,0.4,-43.963
0.2,-0.4,0.4,-56.334
0.2,-0.3,0.4,-57.269
0.2,-0.2,0.4,-42.5
0.2,-0.1,0.4,-40.707
0.2,0,0.4,-45.683
0.2,0.1,0.4,-31.546
0.2,0.2,0.4,-37.841
0.2,0.3,0.4,-54.427
0.2,0.4,0.4,-46.125
0.2,0.5,0.4,-53.066
0.2,0.6,0.4,-47.264
0.2,0.7,0.4,-59.849
0.2,0.8,0.4,-60.513
0.2,0.9,0.4,-66.501
0.2,1,0.4,-61.592
0.2,1.1,0.4,-61.362
0.2,1.2,0.4,-61.203
0.2,1.3,0.4,-65.138
0.2,1.4,0.4,-62.102
0.2,1.5,0.4,-74.662
0.2,1.6,0.4,-65.322
0.2,1.7,0.4,-71.573
0.2,1.8,0.4,-63.634
0.2,1.9,0.4,-63.455
0.2,2,0.4,-75.575
0.2,2.1,0.4,-75.178
0.2,2.2,0.4,-81.925
0.2,2.3,0.4,-78.08
0.2,2.4,0.4,-78.367
0.2,2.5,0.4,-77.275
0.2,2.6,0.4,-76.069
0.2,2.7,0.4,-74.325
0.2,2.8,0.4,-79.291
0.2,2.9,0.4,-79.78
0.2,3,0.4,-82.714
0.2,3.1,0.4,-84.198
0.2,3.2,0.4,-82.234
0.2,3.3,0.4,-86.659
0.2,3.4,0.4,-91.783
0.2,3.5,0.4,-84.911
0.2,3.6,0.4,-87.886
0.2,3.7,0.4,-91.807
0.2,3.8,0.4,-92.413
0.2,3.9,0.4,-88.182
0.2,4,0.4,-87.12
0.2,4.1,0.4,-90.191
0.2,4.2,0.4,-93.485
0.2,4.3,0.4,-91.23
0.2,4.4,0.4,-85.156
0.2,4.5,0.4,-86.286
0.2,4.6,0.4,-96.717
0.2,4.7,0.4,-91.339
0.2,4.8,0.4,-88.531
0.2,4.9,0.4,-90.815
0.2,5,0.4,-106.82
0.3,-5,0.4,-113.78
0.3,-4.9,0.4,-87.11
0.3,-4.8,0.4,-95.894
0.3,-4.7,0.4,-101.27
0.3,-4.6,0.4,-98.066
0.3,-4.5,0.4,-96.295
0.3,-4.4,0.4,-78.913
0.3,-4.3,0.4,-92.16
0.3,-4.2,0.4,-90.469
0.3,-4.1,0.4,-86.789
0.3,-4,0.4,-98.436
0.3,-3.9,0.4,-83.286
0.3,-3.8,0.4,-87.038
0.3,-3.7,0.4,-73.467
0.3,-3.6,0.4,-86.806
0.3,-3.5,0.4,-82.267
0.3,-3.4,0.4,-94.82
0.3,-3.3,0.4,-77.218
0.3,-3.2,0.4,-83.576
0.3,-3.1,0.4,-82.908
0.3,-3,0.4,-68.897
0.3,-2.9,0.4,-76.918
0.3,-2.8,0.4,-70.741
0.3,-2.7,0.4,-71.801
0.3,-2.6,0.4,-79.081
0.3,-2.5,0.4,-77.202
0.3,-2.4,0.4,-79.097
0.3,-2.3,0.4,-75.619
0.3,-2.2,0.4,-75.215
0.3,-2.1,0.4,-83.955
0.3,-2,0.4,-83.089
0.3,-1.9,0.4,-59.963
0.3,-1.8,0.4,-67.382
0.3,-1.7,0.4,-75.702
0.3,-1.6,0.4,-69.704
0.3,-1.5,0.4,-68.749
0.3,-1.4,0.4,-60.008
0.3,-1.3,0.4,-59.527
0.3,-1.2,0.4,-75.496
0.3,-1.1,0.4,-55.833
0.3,-1,0.4,-55.449
0.3,-0.9,0.4,-53.487
0.3,-0.8,0.4,-56.67
0.3,-0.7,0.4,-60.534
0.3,-0.6,0.4,-45.366
0.3,-0.5,0.4,-41.077
0.3,-0.4,0.4,-58.152
0.3,-0.3,0.4,-52.265
0.3,-0.2,0.4,-34.722
0.3,-0.1,0.4,-43.697
0.3,0,0.4,-46.414
0.3,0.1,0.4,-38.404
0.3,0.2,0.4,-54.651
0.3,0.3,0.4,-47.991
0.3,0.4,0.4,-41.321
0.3,0.5,0.4,-54.15
0.3,0.6,0.4,-56.053
0.3,0.7,0.4,-57.128
0.3,0.8,0.4,-59.826
0.3,0.9,0.4,-57.358
0.3,1,0.4,-60.315
0.3,1.1,0.4,-48.157
0.3,1.2,0.4,-59.328
0.3,1.3,0.4,-59.361
